title,budget,revenue,runtime,imdbRating,Month,Age Rating,RT_Rating,,TV Movie,Documentary,Western,Action,Thriller,Crime,Adventure,Drama,Family,Horror,Music,Comedy,Romance,War,Fantasy,Animation,Mystery,History,Science Fiction,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Washington,West Virginia,Wisconsin,Wyoming,Poster_Features
Citizenfour,-0.6257076286971727,-0.4333161037129684,0.3419508524558842,1.6338858219924552,10-2014,3.0,1.4810651146202929,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8196.0,1094.0,7581.0,4719.0,34958.0,4151.0,3227.0,1652.0,2270.0,11895.0,451.0,1315.0,4482.0,5829.0,2472.0,2652.0,3466.0,6862.0,942.0,7197.0,6980.0,12901.0,3685.0,2233.0,7533.0,978.0,1770.0,4602.0,1495.0,6792.0,2290.0,13821.0,10770.0,897.0,12860.0,4483.0,2739.0,10661.0,871.0,8830.0,867.0,12574.0,35436.0,2655.0,260.0,6685.0,1376.0,3627.0,533.0,[0.        0.        0.        ... 2.0328424 0.        0.       ]
Mr. Turner,-0.6257076286971727,-0.4188506902654557,1.9279116995723857,0.439188796449352,10-2014,3.0,1.518697133035935,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8196.0,1094.0,7581.0,4719.0,34958.0,4151.0,3227.0,1652.0,2270.0,11895.0,451.0,1315.0,4482.0,5829.0,2472.0,2652.0,3466.0,6862.0,942.0,7197.0,6980.0,12901.0,3685.0,2233.0,7533.0,978.0,1770.0,4602.0,1495.0,6792.0,2290.0,13821.0,10770.0,897.0,12860.0,4483.0,2739.0,10661.0,871.0,8830.0,867.0,12574.0,35436.0,2655.0,260.0,6685.0,1376.0,3627.0,533.0,"[0.0000000e+00 0.0000000e+00 2.1671981e-03 ... 2.4584968e+00 0.0000000e+00
 0.0000000e+00]"
Yellowbird,-0.46715800164976856,-0.4285775873363938,-0.7153563789551168,-0.8550663145556762,10-2014,1.0,0.0886804332415298,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,8196.0,1094.0,7581.0,4719.0,34958.0,4151.0,3227.0,1652.0,2270.0,11895.0,451.0,1315.0,4482.0,5829.0,2472.0,2652.0,3466.0,6862.0,942.0,7197.0,6980.0,12901.0,3685.0,2233.0,7533.0,978.0,1770.0,4602.0,1495.0,6792.0,2290.0,13821.0,10770.0,897.0,12860.0,4483.0,2739.0,10661.0,871.0,8830.0,867.0,12574.0,35436.0,2655.0,260.0,6685.0,1376.0,3627.0,533.0,[0.         0.         0.01231965 ... 2.0120885  0.         0.        ]
Old Fashioned,-0.6109450706813405,-0.4398738919661291,0.3860053204313426,-1.3528567418653024,10-2014,2.0,-1.4918643402154448,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,8196.0,1094.0,7581.0,4719.0,34958.0,4151.0,3227.0,1652.0,2270.0,11895.0,451.0,1315.0,4482.0,5829.0,2472.0,2652.0,3466.0,6862.0,942.0,7197.0,6980.0,12901.0,3685.0,2233.0,7533.0,978.0,1770.0,4602.0,1495.0,6792.0,2290.0,13821.0,10770.0,897.0,12860.0,4483.0,2739.0,10661.0,871.0,8830.0,867.0,12574.0,35436.0,2655.0,260.0,6685.0,1376.0,3627.0,533.0,"[0.0000000e+00 0.0000000e+00 1.5738010e-03 ... 2.0578504e+00 0.0000000e+00
 0.0000000e+00]"
Treehouse,-0.5457437727780817,-0.431829833724918,-0.4510295711023666,-2.5475537674084054,10-2014,-1.0,0.0886804332415298,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,8196.0,1094.0,7581.0,4719.0,34958.0,4151.0,3227.0,1652.0,2270.0,11895.0,451.0,1315.0,4482.0,5829.0,2472.0,2652.0,3466.0,6862.0,942.0,7197.0,6980.0,12901.0,3685.0,2233.0,7533.0,978.0,1770.0,4602.0,1495.0,6792.0,2290.0,13821.0,10770.0,897.0,12860.0,4483.0,2739.0,10661.0,871.0,8830.0,867.0,12574.0,35436.0,2655.0,260.0,6685.0,1376.0,3627.0,533.0,"[0.0000000e+00 0.0000000e+00 8.8772236e-04 ... 1.8283406e+00 0.0000000e+00
 0.0000000e+00]"
Drain the Bermuda Triangle,-0.576499101977732,-0.4273137782414586,-2.477535097973452,-0.15815971632219916,10-2014,-1.0,0.0886804332415298,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8196.0,1094.0,7581.0,4719.0,34958.0,4151.0,3227.0,1652.0,2270.0,11895.0,451.0,1315.0,4482.0,5829.0,2472.0,2652.0,3466.0,6862.0,942.0,7197.0,6980.0,12901.0,3685.0,2233.0,7533.0,978.0,1770.0,4602.0,1495.0,6792.0,2290.0,13821.0,10770.0,897.0,12860.0,4483.0,2739.0,10661.0,871.0,8830.0,867.0,12574.0,35436.0,2655.0,260.0,6685.0,1376.0,3627.0,533.0,[0.        0.        0.        ... 2.0849931 0.        0.       ]
Pyaar Vali Love Story,-0.5912616599935643,-0.44573928461397305,1.1789857439895934,-0.45683397270797477,10-2014,-1.0,0.0886804332415298,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8196.0,1094.0,7581.0,4719.0,34958.0,4151.0,3227.0,1652.0,2270.0,11895.0,451.0,1315.0,4482.0,5829.0,2472.0,2652.0,3466.0,6862.0,942.0,7197.0,6980.0,12901.0,3685.0,2233.0,7533.0,978.0,1770.0,4602.0,1495.0,6792.0,2290.0,13821.0,10770.0,897.0,12860.0,4483.0,2739.0,10661.0,871.0,8830.0,867.0,12574.0,35436.0,2655.0,260.0,6685.0,1376.0,3627.0,533.0,[0.         0.         0.02073282 ... 2.7447073  0.         0.        ]
Uncharted,2.3268039744692652,1.9676938745592252,0.430059788406801,-0.05860163086027426,02-2022,2.0,0.0886804332415298,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5328.0,1061.0,7902.0,4681.0,34278.0,5048.0,2571.0,1177.0,1656.0,10619.0,1157.0,1271.0,12058.0,5258.0,2033.0,3187.0,2195.0,5831.0,936.0,6498.0,5211.0,11504.0,3690.0,1925.0,5979.0,1048.0,1822.0,5016.0,1128.0,5226.0,3147.0,11864.0,12020.0,845.0,11613.0,4564.0,3144.0,6785.0,660.0,6623.0,1061.0,10650.0,35102.0,2788.0,300.0,7123.0,1100.0,3660.0,401.0,"[0.0000000e+00 0.0000000e+00 1.6784060e-03 ... 2.5822458e+00 0.0000000e+00
 0.0000000e+00]"
Dog,-0.1336223615027664,0.013834717182979302,-0.1867027632496163,0.14051454006357642,02-2022,2.0,0.7660567647230903,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5328.0,1061.0,7902.0,4681.0,34278.0,5048.0,2571.0,1177.0,1656.0,10619.0,1157.0,1271.0,12058.0,5258.0,2033.0,3187.0,2195.0,5831.0,936.0,6498.0,5211.0,11504.0,3690.0,1925.0,5979.0,1048.0,1822.0,5016.0,1128.0,5226.0,3147.0,11864.0,12020.0,845.0,11613.0,4564.0,3144.0,6785.0,660.0,6623.0,1061.0,10650.0,35102.0,2788.0,300.0,7123.0,1100.0,3660.0,401.0,[0.        0.        0.        ... 2.6121716 0.        0.       ]
The Jack in the Box: Awakening,-0.6257076286971727,-0.45022409501489424,-0.7594108469305751,-1.9502052546368536,02-2022,-1.0,0.0886804332415298,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5328.0,1061.0,7902.0,4681.0,34278.0,5048.0,2571.0,1177.0,1656.0,10619.0,1157.0,1271.0,12058.0,5258.0,2033.0,3187.0,2195.0,5831.0,936.0,6498.0,5211.0,11504.0,3690.0,1925.0,5979.0,1048.0,1822.0,5016.0,1128.0,5226.0,3147.0,11864.0,12020.0,845.0,11613.0,4564.0,3144.0,6785.0,660.0,6623.0,1061.0,10650.0,35102.0,2788.0,300.0,7123.0,1100.0,3660.0,401.0,[0.         0.         0.02229027 ... 2.6416073  0.         0.        ]
Moonfall,2.9665148218219937,-0.0461866167031862,1.0908768080386766,-1.2532986564033775,02-2022,2.0,-0.8144880087338844,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5328.0,1061.0,7902.0,4681.0,34278.0,5048.0,2571.0,1177.0,1656.0,10619.0,1157.0,1271.0,12058.0,5258.0,2033.0,3187.0,2195.0,5831.0,936.0,6498.0,5211.0,11504.0,3690.0,1925.0,5979.0,1048.0,1822.0,5016.0,1128.0,5226.0,3147.0,11864.0,12020.0,845.0,11613.0,4564.0,3144.0,6785.0,660.0,6623.0,1061.0,10650.0,35102.0,2788.0,300.0,7123.0,1100.0,3660.0,401.0,[0.        0.        0.        ... 2.2277236 0.        0.       ]
Blacklight,0.4322756957708008,-0.35866973489287546,-0.09859382729869955,-1.551972912789153,02-2022,2.0,-1.7176564507092982,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5328.0,1061.0,7902.0,4681.0,34278.0,5048.0,2571.0,1177.0,1656.0,10619.0,1157.0,1271.0,12058.0,5258.0,2033.0,3187.0,2195.0,5831.0,936.0,6498.0,5211.0,11504.0,3690.0,1925.0,5979.0,1048.0,1822.0,5016.0,1128.0,5226.0,3147.0,11864.0,12020.0,845.0,11613.0,4564.0,3144.0,6785.0,660.0,6623.0,1061.0,10650.0,35102.0,2788.0,300.0,7123.0,1100.0,3660.0,401.0,[0.         0.         0.00605123 ... 2.1262617  0.         0.        ]
Marry Me,-0.059809571423605455,-0.1864574857902897,0.25384191650496746,-0.25771780178412496,02-2022,2.0,0.16394447007281404,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,5328.0,1061.0,7902.0,4681.0,34278.0,5048.0,2571.0,1177.0,1656.0,10619.0,1157.0,1271.0,12058.0,5258.0,2033.0,3187.0,2195.0,5831.0,936.0,6498.0,5211.0,11504.0,3690.0,1925.0,5979.0,1048.0,1822.0,5016.0,1128.0,5226.0,3147.0,11864.0,12020.0,845.0,11613.0,4564.0,3144.0,6785.0,660.0,6623.0,1061.0,10650.0,35102.0,2788.0,300.0,7123.0,1100.0,3660.0,401.0,[0.        0.        0.        ... 2.2608187 0.        0.       ]
Death on the Nile,1.5886760736776557,0.3753833812339589,0.9146589361368431,-0.05860163086027426,02-2022,2.0,0.16394447007281404,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5328.0,1061.0,7902.0,4681.0,34278.0,5048.0,2571.0,1177.0,1656.0,10619.0,1157.0,1271.0,12058.0,5258.0,2033.0,3187.0,2195.0,5831.0,936.0,6498.0,5211.0,11504.0,3690.0,1925.0,5979.0,1048.0,1822.0,5016.0,1128.0,5226.0,3147.0,11864.0,12020.0,845.0,11613.0,4564.0,3144.0,6785.0,660.0,6623.0,1061.0,10650.0,35102.0,2788.0,300.0,7123.0,1100.0,3660.0,401.0,[0.         0.         0.01043704 ... 1.8531561  0.         0.        ]
Studio 666,-0.6257076286971727,-0.43333051294066427,-0.010484891347782795,-0.6559501436318255,02-2022,3.0,-0.024215622005397223,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5328.0,1061.0,7902.0,4681.0,34278.0,5048.0,2571.0,1177.0,1656.0,10619.0,1157.0,1271.0,12058.0,5258.0,2033.0,3187.0,2195.0,5831.0,936.0,6498.0,5211.0,11504.0,3690.0,1925.0,5979.0,1048.0,1822.0,5016.0,1128.0,5226.0,3147.0,11864.0,12020.0,845.0,11613.0,4564.0,3144.0,6785.0,660.0,6623.0,1061.0,10650.0,35102.0,2788.0,300.0,7123.0,1100.0,3660.0,401.0,[0.        0.        0.        ... 1.5917541 0.        0.       ]
Jackass Forever,-0.37966499509996954,0.03236176856839114,-0.4510295711023666,0.439188796449352,02-2022,3.0,1.1047449304638703,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5328.0,1061.0,7902.0,4681.0,34278.0,5048.0,2571.0,1177.0,1656.0,10619.0,1157.0,1271.0,12058.0,5258.0,2033.0,3187.0,2195.0,5831.0,936.0,6498.0,5211.0,11504.0,3690.0,1925.0,5979.0,1048.0,1822.0,5016.0,1128.0,5226.0,3147.0,11864.0,12020.0,845.0,11613.0,4564.0,3144.0,6785.0,660.0,6623.0,1061.0,10650.0,35102.0,2788.0,300.0,7123.0,1100.0,3660.0,401.0,[0.         0.         0.00861807 ... 2.1912959  0.         0.        ]
UFC 271: Adesanya vs. Whittaker 2,-0.6257076286971727,-0.4255073560480749,-4.6802584967463705,0.040956454601651524,02-2022,-1.0,0.0886804332415298,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5328.0,1061.0,7902.0,4681.0,34278.0,5048.0,2571.0,1177.0,1656.0,10619.0,1157.0,1271.0,12058.0,5258.0,2033.0,3187.0,2195.0,5831.0,936.0,6498.0,5211.0,11504.0,3690.0,1925.0,5979.0,1048.0,1822.0,5016.0,1128.0,5226.0,3147.0,11864.0,12020.0,845.0,11613.0,4564.0,3144.0,6785.0,660.0,6623.0,1061.0,10650.0,35102.0,2788.0,300.0,7123.0,1100.0,3660.0,401.0,[0.        0.        0.        ... 1.9300853 0.        0.       ]
Kanye West: DONDA Experience Performance 2 22 22,-0.6257076286971727,-0.44951120253908994,-0.8915742508569503,0.040956454601651524,02-2022,-1.0,0.0886804332415298,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5328.0,1061.0,7902.0,4681.0,34278.0,5048.0,2571.0,1177.0,1656.0,10619.0,1157.0,1271.0,12058.0,5258.0,2033.0,3187.0,2195.0,5831.0,936.0,6498.0,5211.0,11504.0,3690.0,1925.0,5979.0,1048.0,1822.0,5016.0,1128.0,5226.0,3147.0,11864.0,12020.0,845.0,11613.0,4564.0,3144.0,6785.0,660.0,6623.0,1061.0,10650.0,35102.0,2788.0,300.0,7123.0,1100.0,3660.0,401.0,[0.        0.        0.        ... 2.0606987 0.        0.       ]
Ah Girls Go Army,-0.590572740619492,-0.4406511954359421,0.6503321282840928,-2.3484375964845547,02-2022,-1.0,0.0886804332415298,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5328.0,1061.0,7902.0,4681.0,34278.0,5048.0,2571.0,1177.0,1656.0,10619.0,1157.0,1271.0,12058.0,5258.0,2033.0,3187.0,2195.0,5831.0,936.0,6498.0,5211.0,11504.0,3690.0,1925.0,5979.0,1048.0,1822.0,5016.0,1128.0,5226.0,3147.0,11864.0,12020.0,845.0,11613.0,4564.0,3144.0,6785.0,660.0,6623.0,1061.0,10650.0,35102.0,2788.0,300.0,7123.0,1100.0,3660.0,401.0,[0.         0.         0.05171679 ... 2.5723348  0.         0.        ]
Seize the Night,-0.6227551170940062,-0.4483887038309359,-0.847519782881492,-0.7555082290937513,02-2022,-1.0,0.0886804332415298,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5328.0,1061.0,7902.0,4681.0,34278.0,5048.0,2571.0,1177.0,1656.0,10619.0,1157.0,1271.0,12058.0,5258.0,2033.0,3187.0,2195.0,5831.0,936.0,6498.0,5211.0,11504.0,3690.0,1925.0,5979.0,1048.0,1822.0,5016.0,1128.0,5226.0,3147.0,11864.0,12020.0,845.0,11613.0,4564.0,3144.0,6785.0,660.0,6623.0,1061.0,10650.0,35102.0,2788.0,300.0,7123.0,1100.0,3660.0,401.0,[0.         0.         0.00233333 ... 2.0187893  0.         0.        ]
The Conjuring: The Devil Made Me Do It,0.3338586423319196,0.7916060262584714,0.2097874485295091,-0.05860163086027426,05-2021,3.0,-0.06184764042103934,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5065.0,671.0,4655.0,6260.0,8096.0,6150.0,3056.0,1511.0,134.0,11094.0,1606.0,1606.0,5194.0,6348.0,3083.0,4360.0,4469.0,7351.0,1150.0,3099.0,6211.0,14796.0,4916.0,2351.0,8059.0,1349.0,1523.0,6057.0,1461.0,4864.0,3472.0,4521.0,13650.0,1137.0,15495.0,5532.0,3799.0,6370.0,775.0,9098.0,1295.0,13701.0,43826.0,3307.0,342.0,7172.0,1443.0,4640.0,547.0,[0.        0.        0.        ... 1.9936905 0.        0.       ]
Cruella,4.29514504324689,0.9546186729283678,1.2230402119650516,0.9369792237589782,05-2021,2.0,0.6907927278918057,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5065.0,671.0,4655.0,6260.0,8096.0,6150.0,3056.0,1511.0,134.0,11094.0,1606.0,1606.0,5194.0,6348.0,3083.0,4360.0,4469.0,7351.0,1150.0,3099.0,6211.0,14796.0,4916.0,2351.0,8059.0,1349.0,1523.0,6057.0,1461.0,4864.0,3472.0,4521.0,13650.0,1137.0,15495.0,5532.0,3799.0,6370.0,775.0,9098.0,1295.0,13701.0,43826.0,3307.0,342.0,7172.0,1443.0,4640.0,547.0,[0.         0.         0.01694848 ... 2.8958669  0.         0.        ]
Those Who Wish Me Dead,-0.1336223615027664,-0.3105917961731519,-0.27481169920053305,-0.35727588724604986,05-2021,3.0,0.2015764884884565,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5065.0,671.0,4655.0,6260.0,8096.0,6150.0,3056.0,1511.0,134.0,11094.0,1606.0,1606.0,5194.0,6348.0,3083.0,4360.0,4469.0,7351.0,1150.0,3099.0,6211.0,14796.0,4916.0,2351.0,8059.0,1349.0,1523.0,6057.0,1461.0,4864.0,3472.0,4521.0,13650.0,1137.0,15495.0,5532.0,3799.0,6370.0,775.0,9098.0,1295.0,13701.0,43826.0,3307.0,342.0,7172.0,1443.0,4640.0,547.0,[0.         0.         0.00366367 ... 1.9637533  0.         0.        ]
F9,4.29514504324689,3.9215242195014866,1.6195304237441772,-1.1537405709414517,05-2021,2.0,0.0886804332415298,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5065.0,671.0,4655.0,6260.0,8096.0,6150.0,3056.0,1511.0,134.0,11094.0,1606.0,1606.0,5194.0,6348.0,3083.0,4360.0,4469.0,7351.0,1150.0,3099.0,6211.0,14796.0,4916.0,2351.0,8059.0,1349.0,1523.0,6057.0,1461.0,4864.0,3472.0,4521.0,13650.0,1137.0,15495.0,5532.0,3799.0,6370.0,775.0,9098.0,1295.0,13701.0,43826.0,3307.0,342.0,7172.0,1443.0,4640.0,547.0,[0.        0.        0.        ... 2.8214355 0.        0.       ]
Spirit Untamed,0.11242027209443675,-0.3452105949495945,-0.8034653149060336,-0.8550663145556762,05-2021,1.0,-0.36290378774617726,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,5065.0,671.0,4655.0,6260.0,8096.0,6150.0,3056.0,1511.0,134.0,11094.0,1606.0,1606.0,5194.0,6348.0,3083.0,4360.0,4469.0,7351.0,1150.0,3099.0,6211.0,14796.0,4916.0,2351.0,8059.0,1349.0,1523.0,6057.0,1461.0,4864.0,3472.0,4521.0,13650.0,1137.0,15495.0,5532.0,3799.0,6370.0,775.0,9098.0,1295.0,13701.0,43826.0,3307.0,342.0,7172.0,1443.0,4640.0,547.0,[0.         0.         0.00239507 ... 2.0403664  0.         0.        ]
Army of the Dead,1.5886760736776557,0.6968829667743723,1.8398027636214689,-0.5563920581699006,05-2021,3.0,0.38973658056666777,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5065.0,671.0,4655.0,6260.0,8096.0,6150.0,3056.0,1511.0,134.0,11094.0,1606.0,1606.0,5194.0,6348.0,3083.0,4360.0,4469.0,7351.0,1150.0,3099.0,6211.0,14796.0,4916.0,2351.0,8059.0,1349.0,1523.0,6057.0,1461.0,4864.0,3472.0,4521.0,13650.0,1137.0,15495.0,5532.0,3799.0,6370.0,775.0,9098.0,1295.0,13701.0,43826.0,3307.0,342.0,7172.0,1443.0,4640.0,547.0,[0.         0.         0.02008794 ... 2.6017866  0.         0.        ]
A Quiet Place Part II,0.8751524362457666,1.3393671268878655,-0.40697510312690816,0.040956454601651524,05-2021,-1.0,1.2929050225420815,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5065.0,671.0,4655.0,6260.0,8096.0,6150.0,3056.0,1511.0,134.0,11094.0,1606.0,1606.0,5194.0,6348.0,3083.0,4360.0,4469.0,7351.0,1150.0,3099.0,6211.0,14796.0,4916.0,2351.0,8059.0,1349.0,1523.0,6057.0,1461.0,4864.0,3472.0,4521.0,13650.0,1137.0,15495.0,5532.0,3799.0,6370.0,775.0,9098.0,1295.0,13701.0,43826.0,3307.0,342.0,7172.0,1443.0,4640.0,547.0,[0.         0.         0.00572678 ... 3.0991657  0.         0.        ]
American Traitor: The Trial of Axis Sally,-0.6257076286971727,-0.43929028512670526,0.03356957662767558,-0.6559501436318255,05-2021,3.0,-1.4542323217998028,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5065.0,671.0,4655.0,6260.0,8096.0,6150.0,3056.0,1511.0,134.0,11094.0,1606.0,1606.0,5194.0,6348.0,3083.0,4360.0,4469.0,7351.0,1150.0,3099.0,6211.0,14796.0,4916.0,2351.0,8059.0,1349.0,1523.0,6057.0,1461.0,4864.0,3472.0,4521.0,13650.0,1137.0,15495.0,5532.0,3799.0,6370.0,775.0,9098.0,1295.0,13701.0,43826.0,3307.0,342.0,7172.0,1443.0,4640.0,547.0,[0.         0.         0.02082656 ... 2.685432   0.         0.        ]
Finding You,-0.6257076286971727,-0.4315287633593541,0.5622231923331761,0.040956454601651524,05-2021,-1.0,0.0886804332415298,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5065.0,671.0,4655.0,6260.0,8096.0,6150.0,3056.0,1511.0,134.0,11094.0,1606.0,1606.0,5194.0,6348.0,3083.0,4360.0,4469.0,7351.0,1150.0,3099.0,6211.0,14796.0,4916.0,2351.0,8059.0,1349.0,1523.0,6057.0,1461.0,4864.0,3472.0,4521.0,13650.0,1137.0,15495.0,5532.0,3799.0,6370.0,775.0,9098.0,1295.0,13701.0,43826.0,3307.0,342.0,7172.0,1443.0,4640.0,547.0,[0.         0.         0.01891784 ... 2.0995972  0.         0.        ]
Great White,-0.6257076286971727,-0.448280746019252,-0.6713019109796584,-2.149321425560704,05-2021,-1.0,-0.5134318614087464,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5065.0,671.0,4655.0,6260.0,8096.0,6150.0,3056.0,1511.0,134.0,11094.0,1606.0,1606.0,5194.0,6348.0,3083.0,4360.0,4469.0,7351.0,1150.0,3099.0,6211.0,14796.0,4916.0,2351.0,8059.0,1349.0,1523.0,6057.0,1461.0,4864.0,3472.0,4521.0,13650.0,1137.0,15495.0,5532.0,3799.0,6370.0,775.0,9098.0,1295.0,13701.0,43826.0,3307.0,342.0,7172.0,1443.0,4640.0,547.0,[0.        0.        0.        ... 2.2812798 0.        0.       ]
Joker,0.7275268560874446,6.01860274848295,0.6943865962595512,2.0321181638401566,10-2019,3.0,0.4273685989823099,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,117.0,1427.0,9296.0,5285.0,38100.0,5276.0,2953.0,1522.0,2137.0,5849.0,1351.0,1413.0,4669.0,5424.0,2833.0,3653.0,3982.0,6349.0,1009.0,7241.0,6991.0,13614.0,4074.0,1885.0,7052.0,1127.0,1990.0,5004.0,1453.0,6094.0,3271.0,12432.0,11898.0,968.0,14357.0,4673.0,3386.0,10850.0,967.0,8569.0,1171.0,12091.0,38135.0,2937.0,347.0,7338.0,1019.0,4155.0,510.0,[0.        0.        0.        ... 2.1916928 0.        0.       ]
Maleficent: Mistress of Evil,3.926081092851086,2.5095077455940076,0.5622231923331761,0.24007262552550132,10-2019,1.0,-0.6639599350713153,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,117.0,1427.0,9296.0,5285.0,38100.0,5276.0,2953.0,1522.0,2137.0,5849.0,1351.0,1413.0,4669.0,5424.0,2833.0,3653.0,3982.0,6349.0,1009.0,7241.0,6991.0,13614.0,4074.0,1885.0,7052.0,1127.0,1990.0,5004.0,1453.0,6094.0,3271.0,12432.0,11898.0,968.0,14357.0,4673.0,3386.0,10850.0,967.0,8569.0,1171.0,12091.0,38135.0,2937.0,347.0,7338.0,1019.0,4155.0,510.0,[0.         0.         0.05248549 ... 2.6979434  0.         0.        ]
The Addams Family,0.3584629056916399,0.7712166679984198,-0.8915742508569503,-0.5563920581699006,10-2019,1.0,-0.43816782457746184,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,117.0,1427.0,9296.0,5285.0,38100.0,5276.0,2953.0,1522.0,2137.0,5849.0,1351.0,1413.0,4669.0,5424.0,2833.0,3653.0,3982.0,6349.0,1009.0,7241.0,6991.0,13614.0,4074.0,1885.0,7052.0,1127.0,1990.0,5004.0,1453.0,6094.0,3271.0,12432.0,11898.0,968.0,14357.0,4673.0,3386.0,10850.0,967.0,8569.0,1171.0,12091.0,38135.0,2937.0,347.0,7338.0,1019.0,4155.0,510.0,[0.         0.         0.02516648 ... 3.0375648  0.         0.        ]
Terminator: Dark Fate,3.926081092851086,1.1209062064782789,0.9587134041123014,-0.15815971632219916,10-2019,3.0,0.5026326358135944,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,117.0,1427.0,9296.0,5285.0,38100.0,5276.0,2953.0,1522.0,2137.0,5849.0,1351.0,1413.0,4669.0,5424.0,2833.0,3653.0,3982.0,6349.0,1009.0,7241.0,6991.0,13614.0,4074.0,1885.0,7052.0,1127.0,1990.0,5004.0,1453.0,6094.0,3271.0,12432.0,11898.0,968.0,14357.0,4673.0,3386.0,10850.0,967.0,8569.0,1171.0,12091.0,38135.0,2937.0,347.0,7338.0,1019.0,4155.0,510.0,[0.        0.        0.        ... 2.3881228 0.        0.       ]
Zombieland: Double Tap,0.4076714324110805,0.2880401103793052,-0.3188661671759914,0.3396307109874271,10-2019,3.0,0.4273685989823099,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,117.0,1427.0,9296.0,5285.0,38100.0,5276.0,2953.0,1522.0,2137.0,5849.0,1351.0,1413.0,4669.0,5424.0,2833.0,3653.0,3982.0,6349.0,1009.0,7241.0,6991.0,13614.0,4074.0,1885.0,7052.0,1127.0,1990.0,5004.0,1453.0,6094.0,3271.0,12432.0,11898.0,968.0,14357.0,4673.0,3386.0,10850.0,967.0,8569.0,1171.0,12091.0,38135.0,2937.0,347.0,7338.0,1019.0,4155.0,510.0,[0.         0.         0.01483838 ... 2.3669283  0.         0.        ]
