title,budget,revenue,runtime,imdbRating,Month,Age Rating,RT_Rating,,TV Movie,Documentary,Western,Action,Thriller,Crime,Adventure,Drama,Family,Horror,Music,Comedy,Romance,War,Fantasy,Animation,Mystery,History,Science Fiction,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Washington,West Virginia,Wisconsin,Wyoming,Poster_Features
Top Gun: Maverick,3.557017142455281,8.512867285424168,1.0908768080386766,1.833001992916305,05-2022,2.0,1.4810651146202929,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7574.0,1256.0,9057.0,6077.0,40101.0,6504.0,2863.0,1502.0,1938.0,12692.0,1274.0,1681.0,15997.0,7073.0,3181.0,4381.0,4324.0,7054.0,1139.0,7290.0,6767.0,15511.0,4742.0,2334.0,8227.0,1333.0,2509.0,6007.0,1392.0,6819.0,3647.0,15354.0,14222.0,1148.0,16298.0,6011.0,3881.0,10538.0,878.0,9455.0,1275.0,13374.0,45737.0,3260.0,407.0,7857.0,1416.0,4664.0,515.0,[0.      0.      0.      ... 2.54346 0.      0.     ]
Doctor Strange in the Multiverse of Madness,4.29514504324689,5.303716006662802,0.8706044681613847,0.5387468819112778,05-2022,2.0,0.6531607094761636,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7574.0,1256.0,9057.0,6077.0,40101.0,6504.0,2863.0,1502.0,1938.0,12692.0,1274.0,1681.0,15997.0,7073.0,3181.0,4381.0,4324.0,7054.0,1139.0,7290.0,6767.0,15511.0,4742.0,2334.0,8227.0,1333.0,2509.0,6007.0,1392.0,6819.0,3647.0,15354.0,14222.0,1148.0,16298.0,6011.0,3881.0,10538.0,878.0,9455.0,1275.0,13374.0,45737.0,3260.0,407.0,7857.0,1416.0,4664.0,515.0,[0.         0.         0.03499709 ... 2.2156332  0.         0.        ]
Firestarter,-0.33045646838052894,-0.3876146398381947,-0.5391385070532833,-1.7510890837130038,05-2022,3.0,-1.7552884691249406,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7574.0,1256.0,9057.0,6077.0,40101.0,6504.0,2863.0,1502.0,1938.0,12692.0,1274.0,1681.0,15997.0,7073.0,3181.0,4381.0,4324.0,7054.0,1139.0,7290.0,6767.0,15511.0,4742.0,2334.0,8227.0,1333.0,2509.0,6007.0,1392.0,6819.0,3647.0,15354.0,14222.0,1148.0,16298.0,6011.0,3881.0,10538.0,878.0,9455.0,1275.0,13374.0,45737.0,3260.0,407.0,7857.0,1416.0,4664.0,515.0,[0.         0.         0.01885847 ... 2.2293072  0.         0.        ]
Men,-0.6257076286971727,-0.4082336425302839,-0.27481169920053305,-0.35727588724604986,05-2022,3.0,0.4650006173979523,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,7574.0,1256.0,9057.0,6077.0,40101.0,6504.0,2863.0,1502.0,1938.0,12692.0,1274.0,1681.0,15997.0,7073.0,3181.0,4381.0,4324.0,7054.0,1139.0,7290.0,6767.0,15511.0,4742.0,2334.0,8227.0,1333.0,2509.0,6007.0,1392.0,6819.0,3647.0,15354.0,14222.0,1148.0,16298.0,6011.0,3881.0,10538.0,878.0,9455.0,1275.0,13374.0,45737.0,3260.0,407.0,7857.0,1416.0,4664.0,515.0,[0.        0.        0.        ... 1.6768681 0.        0.       ]
The Bob's Burgers Movie,0.30925437897219926,-0.24577587456552913,-0.1867027632496163,0.6383049673732027,05-2022,2.0,1.1423769488795124,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,7574.0,1256.0,9057.0,6077.0,40101.0,6504.0,2863.0,1502.0,1938.0,12692.0,1274.0,1681.0,15997.0,7073.0,3181.0,4381.0,4324.0,7054.0,1139.0,7290.0,6767.0,15511.0,4742.0,2334.0,8227.0,1333.0,2509.0,6007.0,1392.0,6819.0,3647.0,15354.0,14222.0,1148.0,16298.0,6011.0,3881.0,10538.0,878.0,9455.0,1275.0,13374.0,45737.0,3260.0,407.0,7857.0,1416.0,4664.0,515.0,[0.         0.         0.01022885 ... 1.6757553  0.         0.        ]
Crimes of the Future,-0.6257076286971727,-0.4249052153169469,0.03356957662767558,-0.5563920581699006,05-2022,3.0,0.878952819970017,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,7574.0,1256.0,9057.0,6077.0,40101.0,6504.0,2863.0,1502.0,1938.0,12692.0,1274.0,1681.0,15997.0,7073.0,3181.0,4381.0,4324.0,7054.0,1139.0,7290.0,6767.0,15511.0,4742.0,2334.0,8227.0,1333.0,2509.0,6007.0,1392.0,6819.0,3647.0,15354.0,14222.0,1148.0,16298.0,6011.0,3881.0,10538.0,878.0,9455.0,1275.0,13374.0,45737.0,3260.0,407.0,7857.0,1416.0,4664.0,515.0,[0.         0.         0.00430922 ... 1.956538   0.         0.        ]
Family Camp,-0.6257076286971727,-0.4351416077461216,0.2097874485295091,-1.551972912789153,05-2022,1.0,-0.6263279166556731,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,7574.0,1256.0,9057.0,6077.0,40101.0,6504.0,2863.0,1502.0,1938.0,12692.0,1274.0,1681.0,15997.0,7073.0,3181.0,4381.0,4324.0,7054.0,1139.0,7290.0,6767.0,15511.0,4742.0,2334.0,8227.0,1333.0,2509.0,6007.0,1392.0,6819.0,3647.0,15354.0,14222.0,1148.0,16298.0,6011.0,3881.0,10538.0,878.0,9455.0,1275.0,13374.0,45737.0,3260.0,407.0,7857.0,1416.0,4664.0,515.0,[0.        0.        0.        ... 2.2381864 0.        0.       ]
2000 Mules,-0.6257076286971727,-0.4467930308934469,-0.7594108469305751,-1.2532986564033775,05-2022,-1.0,0.0886804332415298,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7574.0,1256.0,9057.0,6077.0,40101.0,6504.0,2863.0,1502.0,1938.0,12692.0,1274.0,1681.0,15997.0,7073.0,3181.0,4381.0,4324.0,7054.0,1139.0,7290.0,6767.0,15511.0,4742.0,2334.0,8227.0,1333.0,2509.0,6007.0,1392.0,6819.0,3647.0,15354.0,14222.0,1148.0,16298.0,6011.0,3881.0,10538.0,878.0,9455.0,1275.0,13374.0,45737.0,3260.0,407.0,7857.0,1416.0,4664.0,515.0,[0.         0.         0.02461782 ... 2.3169813  0.         0.        ]
UFC 274: Oliveira vs. Gaethje,-0.6257076286971727,-0.4144881806684339,4.042526162394388,0.040956454601651524,05-2022,-1.0,0.0886804332415298,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7574.0,1256.0,9057.0,6077.0,40101.0,6504.0,2863.0,1502.0,1938.0,12692.0,1274.0,1681.0,15997.0,7073.0,3181.0,4381.0,4324.0,7054.0,1139.0,7290.0,6767.0,15511.0,4742.0,2334.0,8227.0,1333.0,2509.0,6007.0,1392.0,6819.0,3647.0,15354.0,14222.0,1148.0,16298.0,6011.0,3881.0,10538.0,878.0,9455.0,1275.0,13374.0,45737.0,3260.0,407.0,7857.0,1416.0,4664.0,515.0,[0.         0.         0.01490593 ... 2.4924974  0.         0.        ]
Godzilla: King of the Monsters,3.557017142455281,1.8764774900081813,1.134931276014135,-0.35727588724604986,05-2019,2.0,-0.5510638798243885,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6661.0,1486.0,9488.0,5784.0,38645.0,5390.0,3077.0,1594.0,2183.0,11380.0,1476.0,1637.0,5038.0,6342.0,2934.0,3770.0,4145.0,7483.0,1119.0,7882.0,6481.0,14665.0,4152.0,2028.0,8122.0,1122.0,2192.0,5632.0,1446.0,6294.0,3193.0,12985.0,12557.0,963.0,15712.0,5102.0,3695.0,10997.0,877.0,9279.0,1102.0,13712.0,40377.0,3034.0,401.0,8010.0,1381.0,4244.0,506.0,[0.       0.       0.       ... 1.921642 0.       0.      ]
The Secret Life of Pets 2,1.3426334400804525,2.1343986013146985,-0.8915742508569503,0.040956454601651524,05-2019,1.0,0.12631245165717192,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,6661.0,1486.0,9488.0,5784.0,38645.0,5390.0,3077.0,1594.0,2183.0,11380.0,1476.0,1637.0,5038.0,6342.0,2934.0,3770.0,4145.0,7483.0,1119.0,7882.0,6481.0,14665.0,4152.0,2028.0,8122.0,1122.0,2192.0,5632.0,1446.0,6294.0,3193.0,12985.0,12557.0,963.0,15712.0,5102.0,3695.0,10997.0,877.0,9279.0,1102.0,13712.0,40377.0,3034.0,401.0,8010.0,1381.0,4244.0,506.0,[0.        0.        0.        ... 2.0567436 0.        0.       ]
A Dog's Journey,-0.6257076286971727,-0.4362254610621519,0.12167851257859233,1.036537309220904,05-2019,1.0,-0.1371116772523239,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,6661.0,1486.0,9488.0,5784.0,38645.0,5390.0,3077.0,1594.0,2183.0,11380.0,1476.0,1637.0,5038.0,6342.0,2934.0,3770.0,4145.0,7483.0,1119.0,7882.0,6481.0,14665.0,4152.0,2028.0,8122.0,1122.0,2192.0,5632.0,1446.0,6294.0,3193.0,12985.0,12557.0,963.0,15712.0,5102.0,3695.0,10997.0,877.0,9279.0,1102.0,13712.0,40377.0,3034.0,401.0,8010.0,1381.0,4244.0,506.0,[0.         0.         0.00404899 ... 2.1335106  0.         0.        ]
John Wick: Chapter 3 - Parabellum,0.7275268560874446,1.5158529313372635,1.0908768080386766,1.036537309220904,05-2019,3.0,1.2176409857107973,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6661.0,1486.0,9488.0,5784.0,38645.0,5390.0,3077.0,1594.0,2183.0,11380.0,1476.0,1637.0,5038.0,6342.0,2934.0,3770.0,4145.0,7483.0,1119.0,7882.0,6481.0,14665.0,4152.0,2028.0,8122.0,1122.0,2192.0,5632.0,1446.0,6294.0,3193.0,12985.0,12557.0,963.0,15712.0,5102.0,3695.0,10997.0,877.0,9279.0,1102.0,13712.0,40377.0,3034.0,401.0,8010.0,1381.0,4244.0,506.0,[0.         0.         0.00853699 ... 1.7779028  0.         0.        ]
Booksmart,-0.47808204853885083,-0.3017732825877861,-0.1867027632496163,0.7378630528351277,05-2019,3.0,1.4810651146202929,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6661.0,1486.0,9488.0,5784.0,38645.0,5390.0,3077.0,1594.0,2183.0,11380.0,1476.0,1637.0,5038.0,6342.0,2934.0,3770.0,4145.0,7483.0,1119.0,7882.0,6481.0,14665.0,4152.0,2028.0,8122.0,1122.0,2192.0,5632.0,1446.0,6294.0,3193.0,12985.0,12557.0,963.0,15712.0,5102.0,3695.0,10997.0,877.0,9279.0,1102.0,13712.0,40377.0,3034.0,401.0,8010.0,1381.0,4244.0,506.0,[0.         0.         0.02770864 ... 2.643104   0.         0.        ]
Brightburn,-0.47808204853885083,-0.251340232976253,-0.6713019109796584,-0.25771780178412496,05-2019,3.0,0.013416396410245229,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6661.0,1486.0,9488.0,5784.0,38645.0,5390.0,3077.0,1594.0,2183.0,11380.0,1476.0,1637.0,5038.0,6342.0,2934.0,3770.0,4145.0,7483.0,1119.0,7882.0,6481.0,14665.0,4152.0,2028.0,8122.0,1122.0,2192.0,5632.0,1446.0,6294.0,3193.0,12985.0,12557.0,963.0,15712.0,5102.0,3695.0,10997.0,877.0,9279.0,1102.0,13712.0,40377.0,3034.0,401.0,8010.0,1381.0,4244.0,506.0,[0.         0.         0.01043928 ... 2.3480673  0.         0.        ]
The Hustle,-0.10901809814304608,0.13514454797411782,-0.5391385070532833,-0.9546244000176011,05-2019,2.0,-1.604760395462372,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6661.0,1486.0,9488.0,5784.0,38645.0,5390.0,3077.0,1594.0,2183.0,11380.0,1476.0,1637.0,5038.0,6342.0,2934.0,3770.0,4145.0,7483.0,1119.0,7882.0,6481.0,14665.0,4152.0,2028.0,8122.0,1122.0,2192.0,5632.0,1446.0,6294.0,3193.0,12985.0,12557.0,963.0,15712.0,5102.0,3695.0,10997.0,877.0,9279.0,1102.0,13712.0,40377.0,3034.0,401.0,8010.0,1381.0,4244.0,506.0,[0.       0.       0.       ... 2.190903 0.       0.      ]
The Intruder,-0.4288735218194102,-0.20693027064863906,-0.1867027632496163,-0.7555082290937513,05-2019,2.0,-0.8521200271495266,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6661.0,1486.0,9488.0,5784.0,38645.0,5390.0,3077.0,1594.0,2183.0,11380.0,1476.0,1637.0,5038.0,6342.0,2934.0,3770.0,4145.0,7483.0,1119.0,7882.0,6481.0,14665.0,4152.0,2028.0,8122.0,1122.0,2192.0,5632.0,1446.0,6294.0,3193.0,12985.0,12557.0,963.0,15712.0,5102.0,3695.0,10997.0,877.0,9279.0,1102.0,13712.0,40377.0,3034.0,401.0,8010.0,1381.0,4244.0,506.0,[0.        0.        0.        ... 1.8994768 0.        0.       ]
Ma,-0.5026863118985712,-0.13979160923491227,-0.3188661671759914,-0.7555082290937513,05-2019,3.0,-0.06184764042103934,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6661.0,1486.0,9488.0,5784.0,38645.0,5390.0,3077.0,1594.0,2183.0,11380.0,1476.0,1637.0,5038.0,6342.0,2934.0,3770.0,4145.0,7483.0,1119.0,7882.0,6481.0,14665.0,4152.0,2028.0,8122.0,1122.0,2192.0,5632.0,1446.0,6294.0,3193.0,12985.0,12557.0,963.0,15712.0,5102.0,3695.0,10997.0,877.0,9279.0,1102.0,13712.0,40377.0,3034.0,401.0,8010.0,1381.0,4244.0,506.0,[0.         0.         0.01243761 ... 2.3793256  0.         0.        ]
UglyDolls,0.4814842224902415,-0.2560032890764027,-0.847519782881492,-1.2532986564033775,05-2019,1.0,-1.040280119227738,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,6661.0,1486.0,9488.0,5784.0,38645.0,5390.0,3077.0,1594.0,2183.0,11380.0,1476.0,1637.0,5038.0,6342.0,2934.0,3770.0,4145.0,7483.0,1119.0,7882.0,6481.0,14665.0,4152.0,2028.0,8122.0,1122.0,2192.0,5632.0,1446.0,6294.0,3193.0,12985.0,12557.0,963.0,15712.0,5102.0,3695.0,10997.0,877.0,9279.0,1102.0,13712.0,40377.0,3034.0,401.0,8010.0,1381.0,4244.0,506.0,[0.         0.         0.00285932 ... 2.5947828  0.         0.        ]
The Silence,-0.6257076286971727,-0.4373937525729082,-0.6713019109796584,-1.0541824854795268,05-2019,2.0,-1.0026481008120955,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,6661.0,1486.0,9488.0,5784.0,38645.0,5390.0,3077.0,1594.0,2183.0,11380.0,1476.0,1637.0,5038.0,6342.0,2934.0,3770.0,4145.0,7483.0,1119.0,7882.0,6481.0,14665.0,4152.0,2028.0,8122.0,1122.0,2192.0,5632.0,1446.0,6294.0,3193.0,12985.0,12557.0,963.0,15712.0,5102.0,3695.0,10997.0,877.0,9279.0,1102.0,13712.0,40377.0,3034.0,401.0,8010.0,1381.0,4244.0,506.0,[0.        0.        0.        ... 2.6267903 0.        0.       ]
Rocketman,0.3584629056916399,0.5561262483955437,0.6503321282840928,0.9369792237589782,05-2019,3.0,0.0886804332415298,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,6661.0,1486.0,9488.0,5784.0,38645.0,5390.0,3077.0,1594.0,2183.0,11380.0,1476.0,1637.0,5038.0,6342.0,2934.0,3770.0,4145.0,7483.0,1119.0,7882.0,6481.0,14665.0,4152.0,2028.0,8122.0,1122.0,2192.0,5632.0,1446.0,6294.0,3193.0,12985.0,12557.0,963.0,15712.0,5102.0,3695.0,10997.0,877.0,9279.0,1102.0,13712.0,40377.0,3034.0,401.0,8010.0,1381.0,4244.0,506.0,[0.        0.        0.        ... 2.9810598 0.        0.       ]
The Dead Don't Die,-0.6257076286971727,-0.37851271065350156,-0.09859382729869955,-0.8550663145556762,05-2019,3.0,-0.09947965883668146,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,6661.0,1486.0,9488.0,5784.0,38645.0,5390.0,3077.0,1594.0,2183.0,11380.0,1476.0,1637.0,5038.0,6342.0,2934.0,3770.0,4145.0,7483.0,1119.0,7882.0,6481.0,14665.0,4152.0,2028.0,8122.0,1122.0,2192.0,5632.0,1446.0,6294.0,3193.0,12985.0,12557.0,963.0,15712.0,5102.0,3695.0,10997.0,877.0,9279.0,1102.0,13712.0,40377.0,3034.0,401.0,8010.0,1381.0,4244.0,506.0,[0.         0.         0.02829405 ... 2.1414657  0.         0.        ]
The Poison Rose,-0.6257076286971727,-0.44944995278391964,-0.3629206351514498,-1.551972912789153,05-2019,3.0,-2.131608653281363,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6661.0,1486.0,9488.0,5784.0,38645.0,5390.0,3077.0,1594.0,2183.0,11380.0,1476.0,1637.0,5038.0,6342.0,2934.0,3770.0,4145.0,7483.0,1119.0,7882.0,6481.0,14665.0,4152.0,2028.0,8122.0,1122.0,2192.0,5632.0,1446.0,6294.0,3193.0,12985.0,12557.0,963.0,15712.0,5102.0,3695.0,10997.0,877.0,9279.0,1102.0,13712.0,40377.0,3034.0,401.0,8010.0,1381.0,4244.0,506.0,[0.         0.         0.06343359 ... 2.1759255  0.         0.        ]
Tolkien,-0.1336223615027664,-0.3992882097216109,0.25384191650496746,0.439188796449352,05-2019,2.0,-0.21237571408360847,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,6661.0,1486.0,9488.0,5784.0,38645.0,5390.0,3077.0,1594.0,2183.0,11380.0,1476.0,1637.0,5038.0,6342.0,2934.0,3770.0,4145.0,7483.0,1119.0,7882.0,6481.0,14665.0,4152.0,2028.0,8122.0,1122.0,2192.0,5632.0,1446.0,6294.0,3193.0,12985.0,12557.0,963.0,15712.0,5102.0,3695.0,10997.0,877.0,9279.0,1102.0,13712.0,40377.0,3034.0,401.0,8010.0,1381.0,4244.0,506.0,[0.       0.       0.       ... 2.057055 0.       0.      ]
The Sun Is Also a Star,-0.6257076286971727,-0.44513714388284514,-0.27481169920053305,-0.45683397270797477,05-2019,2.0,-0.17474369566796602,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6661.0,1486.0,9488.0,5784.0,38645.0,5390.0,3077.0,1594.0,2183.0,11380.0,1476.0,1637.0,5038.0,6342.0,2934.0,3770.0,4145.0,7483.0,1119.0,7882.0,6481.0,14665.0,4152.0,2028.0,8122.0,1122.0,2192.0,5632.0,1446.0,6294.0,3193.0,12985.0,12557.0,963.0,15712.0,5102.0,3695.0,10997.0,877.0,9279.0,1102.0,13712.0,40377.0,3034.0,401.0,8010.0,1381.0,4244.0,506.0,[0.        0.        0.        ... 1.9790658 0.        0.       ]
We Die Young,-0.5272905752582915,-0.45053330632314303,-0.5831929750287417,-1.1537405709414517,05-2019,3.0,-1.378968284968518,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6661.0,1486.0,9488.0,5784.0,38645.0,5390.0,3077.0,1594.0,2183.0,11380.0,1476.0,1637.0,5038.0,6342.0,2934.0,3770.0,4145.0,7483.0,1119.0,7882.0,6481.0,14665.0,4152.0,2028.0,8122.0,1122.0,2192.0,5632.0,1446.0,6294.0,3193.0,12985.0,12557.0,963.0,15712.0,5102.0,3695.0,10997.0,877.0,9279.0,1102.0,13712.0,40377.0,3034.0,401.0,8010.0,1381.0,4244.0,506.0,[0.         0.         0.07636068 ... 2.6385322  0.         0.        ]
Poms,-0.6257076286971727,-0.39961414849937044,-0.6713019109796584,-0.25771780178412496,05-2019,2.0,-0.776855990318242,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6661.0,1486.0,9488.0,5784.0,38645.0,5390.0,3077.0,1594.0,2183.0,11380.0,1476.0,1637.0,5038.0,6342.0,2934.0,3770.0,4145.0,7483.0,1119.0,7882.0,6481.0,14665.0,4152.0,2028.0,8122.0,1122.0,2192.0,5632.0,1446.0,6294.0,3193.0,12985.0,12557.0,963.0,15712.0,5102.0,3695.0,10997.0,877.0,9279.0,1102.0,13712.0,40377.0,3034.0,401.0,8010.0,1381.0,4244.0,506.0,[0.        0.        0.        ... 2.7823951 0.        0.       ]
The Souvenir,-0.6257076286971727,-0.44104766295753867,0.6062776603086345,0.040956454601651524,05-2019,3.0,1.2552730041264395,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6661.0,1486.0,9488.0,5784.0,38645.0,5390.0,3077.0,1594.0,2183.0,11380.0,1476.0,1637.0,5038.0,6342.0,2934.0,3770.0,4145.0,7483.0,1119.0,7882.0,6481.0,14665.0,4152.0,2028.0,8122.0,1122.0,2192.0,5632.0,1446.0,6294.0,3193.0,12985.0,12557.0,963.0,15712.0,5102.0,3695.0,10997.0,877.0,9279.0,1102.0,13712.0,40377.0,3034.0,401.0,8010.0,1381.0,4244.0,506.0,[0.         0.         0.02267594 ... 1.9945291  0.         0.        ]
El Chicano,-0.6257076286971727,-0.44315007947012297,1.8398027636214689,0.040956454601651524,05-2019,-1.0,0.0886804332415298,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6661.0,1486.0,9488.0,5784.0,38645.0,5390.0,3077.0,1594.0,2183.0,11380.0,1476.0,1637.0,5038.0,6342.0,2934.0,3770.0,4145.0,7483.0,1119.0,7882.0,6481.0,14665.0,4152.0,2028.0,8122.0,1122.0,2192.0,5632.0,1446.0,6294.0,3193.0,12985.0,12557.0,963.0,15712.0,5102.0,3695.0,10997.0,877.0,9279.0,1102.0,13712.0,40377.0,3034.0,401.0,8010.0,1381.0,4244.0,506.0,[0.         0.         0.02208874 ... 1.6946801  0.         0.        ]
Beats,-0.6250925221131797,-0.4495277915162325,-0.27481169920053305,0.040956454601651524,05-2019,-1.0,1.518697133035935,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,6661.0,1486.0,9488.0,5784.0,38645.0,5390.0,3077.0,1594.0,2183.0,11380.0,1476.0,1637.0,5038.0,6342.0,2934.0,3770.0,4145.0,7483.0,1119.0,7882.0,6481.0,14665.0,4152.0,2028.0,8122.0,1122.0,2192.0,5632.0,1446.0,6294.0,3193.0,12985.0,12557.0,963.0,15712.0,5102.0,3695.0,10997.0,877.0,9279.0,1102.0,13712.0,40377.0,3034.0,401.0,8010.0,1381.0,4244.0,506.0,[0.        0.        0.        ... 3.2342827 0.        0.       ]
Top End Wedding,-0.6257076286971727,-0.42923057885226545,0.2978963844804258,-0.05860163086027426,05-2019,-1.0,1.2552730041264395,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6661.0,1486.0,9488.0,5784.0,38645.0,5390.0,3077.0,1594.0,2183.0,11380.0,1476.0,1637.0,5038.0,6342.0,2934.0,3770.0,4145.0,7483.0,1119.0,7882.0,6481.0,14665.0,4152.0,2028.0,8122.0,1122.0,2192.0,5632.0,1446.0,6294.0,3193.0,12985.0,12557.0,963.0,15712.0,5102.0,3695.0,10997.0,877.0,9279.0,1102.0,13712.0,40377.0,3034.0,401.0,8010.0,1381.0,4244.0,506.0,[0.        0.        0.        ... 1.8676147 0.        0.       ]
Neighbor,-0.6257076286971727,-0.4500640159015239,-0.9356287188324087,0.040956454601651524,05-2019,-1.0,0.0886804332415298,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6661.0,1486.0,9488.0,5784.0,38645.0,5390.0,3077.0,1594.0,2183.0,11380.0,1476.0,1637.0,5038.0,6342.0,2934.0,3770.0,4145.0,7483.0,1119.0,7882.0,6481.0,14665.0,4152.0,2028.0,8122.0,1122.0,2192.0,5632.0,1446.0,6294.0,3193.0,12985.0,12557.0,963.0,15712.0,5102.0,3695.0,10997.0,877.0,9279.0,1102.0,13712.0,40377.0,3034.0,401.0,8010.0,1381.0,4244.0,506.0,[0.         0.         0.01407015 ... 2.2043052  0.         0.        ]
Encanto,0.6045055392888431,1.072016642267068,-0.1867027632496163,0.8374211382970533,10-2021,1.0,0.0886804332415298,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,5983.0,643.0,4390.0,6040.0,9727.0,6410.0,2956.0,1516.0,2156.0,11614.0,1605.0,1510.0,14061.0,6167.0,3165.0,3772.0,4316.0,6842.0,1089.0,5237.0,6812.0,14593.0,4996.0,2326.0,7782.0,1333.0,1422.0,5712.0,1465.0,4931.0,3443.0,4527.0,14015.0,1035.0,14696.0,5353.0,3685.0,7136.0,850.0,8780.0,1209.0,13221.0,43657.0,3185.0,385.0,7989.0,1223.0,4598.0,535.0,[0.      0.      0.      ... 2.25511 0.      0.     ]
The Addams Family 2,-0.6257076286971727,0.27005643078966324,-0.5831929750287417,-0.9546244000176011,10-2021,1.0,-1.0779121376433802,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,5983.0,643.0,4390.0,6040.0,9727.0,6410.0,2956.0,1516.0,2156.0,11614.0,1605.0,1510.0,14061.0,6167.0,3165.0,3772.0,4316.0,6842.0,1089.0,5237.0,6812.0,14593.0,4996.0,2326.0,7782.0,1333.0,1422.0,5712.0,1465.0,4931.0,3443.0,4527.0,14015.0,1035.0,14696.0,5353.0,3685.0,7136.0,850.0,8780.0,1209.0,13221.0,43657.0,3185.0,385.0,7989.0,1223.0,4598.0,535.0,[0.         0.         0.00532496 ... 2.7197614  0.         0.        ]
Ron's Gone Wrong,-0.6257076286971727,-0.08594802247945606,0.03356957662767558,0.7378630528351277,10-2021,1.0,0.0886804332415298,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,5983.0,643.0,4390.0,6040.0,9727.0,6410.0,2956.0,1516.0,2156.0,11614.0,1605.0,1510.0,14061.0,6167.0,3165.0,3772.0,4316.0,6842.0,1089.0,5237.0,6812.0,14593.0,4996.0,2326.0,7782.0,1333.0,1422.0,5712.0,1465.0,4931.0,3443.0,4527.0,14015.0,1035.0,14696.0,5353.0,3685.0,7136.0,850.0,8780.0,1209.0,13221.0,43657.0,3185.0,385.0,7989.0,1223.0,4598.0,535.0,[0.         0.         0.05244838 ... 3.3836284  0.         0.        ]
Antlers,-0.20743515158192735,-0.3377895476372523,-0.3188661671759914,-0.45683397270797477,10-2021,3.0,0.0886804332415298,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,5983.0,643.0,4390.0,6040.0,9727.0,6410.0,2956.0,1516.0,2156.0,11614.0,1605.0,1510.0,14061.0,6167.0,3165.0,3772.0,4316.0,6842.0,1089.0,5237.0,6812.0,14593.0,4996.0,2326.0,7782.0,1333.0,1422.0,5712.0,1465.0,4931.0,3443.0,4527.0,14015.0,1035.0,14696.0,5353.0,3685.0,7136.0,850.0,8780.0,1209.0,13221.0,43657.0,3185.0,385.0,7989.0,1223.0,4598.0,535.0,[0.         0.         0.01407575 ... 1.7626972  0.         0.        ]
