title,release_date,original_language,genres,budget,revenue,runtime,year,Rated,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID
The Fog,1980-02-08,en,Horror,1000000.0,21378361.0,89.0,1980.0,R,posters/The_Fog_1980_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55.0,6.8,"84,467",tt0080749
"Everything, Everything",2017-05-18,en,Drama-Romance,10000000.0,61621140.0,96.0,2017.0,PG-13,"posters/Everything,_Everything_2017_photo.jpg","[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",52.0,6.3,"43,088",tt5001718
One Eight Seven,1997-07-29,en,Drama-Thriller,20000000.0,5716080.0,119.0,1997.0,R,posters/One_Eight_Seven_1997_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '30%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",41.0,6.6,"25,618",tt0118531
Crocodile Dundee,1986-09-26,en,Adventure-Comedy,5000000.0,328203506.0,104.0,1986.0,PG-13,posters/Crocodile_Dundee_1986_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62.0,6.6,"117,524",tt0090555
Drop Zone,1994-12-08,en,Action-Thriller,45000000.0,28735315.0,101.0,1994.0,R,posters/Drop_Zone_1994_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}]",,5.6,"21,742",tt0109676
Candyman,1992-10-16,en,Drama-Horror-Thriller,6000000.0,25792310.0,100.0,1992.0,R,posters/Candyman_1992_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",61.0,6.7,"101,913",tt0103919
Force 10 from Navarone,1978-08-16,en,Drama-Adventure-War,5000000.0,7230000.0,114.0,1978.0,PG,posters/Force_10_from_Navarone_1978_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",42.0,6.4,"20,195",tt0077572
Barb Wire,1996-05-02,en,Science Fiction-Action,0.0,3793614.0,98.0,1996.0,R,posters/Barb_Wire_1996_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '28%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",40.0,3.5,"31,682",tt0115624
Balto,1995-12-22,en,Family-Animation-Adventure,31000000.0,11348324.0,78.0,1995.0,G,posters/Balto_1995_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}]",,7.1,"48,863",tt0112453
All About Eve,1950-10-06,en,Drama,1400000.0,8400000.0,139.0,1950.0,Approved,posters/All_About_Eve_1950_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '99%'}, {'Source': 'Metacritic', 'Value': '98/100'}]",98.0,8.2,"140,704",tt0042192
Beasts of No Nation,2015-09-11,en,Drama-War,6000000.0,9077700.0,137.0,2015.0,TV-MA,posters/Beasts_of_No_Nation_2015_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",79.0,7.7,"87,897",tt1365050
Strange Days,1995-10-13,en,Crime-Drama-Science Fiction-Thriller,42000000.0,7959291.0,145.0,1995.0,R,posters/Strange_Days_1995_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66.0,7.2,"79,556",tt0114558
Almost Famous,2000-09-15,en,Drama-Music,60000000.0,47386287.0,122.0,2000.0,R,posters/Almost_Famous_2000_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '90/100'}]",90.0,7.9,"297,945",tt0181875
The People vs. Larry Flynt,1996-12-25,en,Drama,36000000.0,20300385.0,130.0,1996.0,R,posters/The_People_vs._Larry_Flynt_1996_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",79.0,7.3,"101,762",tt0117318
Dear John,2010-02-04,en,Drama-Romance-War,25000000.0,114977104.0,108.0,2010.0,PG-13,posters/Dear_John_2010_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",43.0,6.3,"159,145",tt0989757
Rock Star,2001-09-04,en,Music-Drama-Comedy,57000000.0,19334145.0,105.0,2001.0,R,posters/Rock_Star_2001_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Metacritic', 'Value': '54/100'}]",54.0,6.3,"45,601",tt0202470
The DUFF,2015-02-20,en,Romance-Comedy,8500000.0,43528634.0,100.0,2015.0,PG-13,posters/The_DUFF_2015_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56.0,6.4,"103,021",tt1666801
Straw Dogs,1971-12-23,en,Crime-Drama-Thriller,2200000.0,3251794.0,116.0,1971.0,R,posters/Straw_Dogs_1971_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",73.0,7.4,"65,208",tt0067800
Mortal,2020-02-28,en,Action-Fantasy-Thriller,0.0,106270.0,104.0,2020.0,R,posters/Mortal_2020_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}, {'Source': 'Metacritic', 'Value': '20/100'}]",20.0,5.9,"10,759",tt5715066
Married to the Mob,1988-08-19,en,Comedy-Crime-Romance,10000000.0,21486757.0,104.0,1988.0,R,posters/Married_to_the_Mob_1988_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",71.0,6.2,"20,157",tt0095593
The Collector,2009-07-09,en,Horror-Thriller,3400000.0,114000000.0,88.0,2009.0,R,posters/The_Collector_2009_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}, {'Source': 'Metacritic', 'Value': '29/100'}]",29.0,6.3,"74,074",tt0844479
Where Hands Touch,2018-09-14,en,War-Drama-Romance,0.0,128269.0,122.0,2018.0,PG-13,posters/Where_Hands_Touch_2018_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",44.0,6.6,"5,861",tt1235187
Talladega Nights: The Ballad of Ricky Bobby,2006-08-04,en,Comedy,72500000.0,162966177.0,106.0,2006.0,PG-13,posters/Talladega_Nights:_The_Ballad_of_Ricky_Bobby_2006_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66.0,6.6,"203,289",tt0415306
What Lies Beneath,2000-07-21,en,Drama-Horror-Mystery-Thriller,100000000.0,291420351.0,130.0,2000.0,PG-13,posters/What_Lies_Beneath_2000_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",51.0,6.6,"137,868",tt0161081
Black Knight,2001-11-21,en,Comedy-Fantasy-Adventure,50000000.0,33422806.0,95.0,2001.0,PG-13,posters/Black_Knight_2001_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '15%'}, {'Source': 'Metacritic', 'Value': '32/100'}]",32.0,4.9,"43,770",tt0265087
The Spy Who Dumped Me,2018-08-02,en,Action-Comedy,40000000.0,33562069.0,117.0,2018.0,R,posters/The_Spy_Who_Dumped_Me_2018_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '49%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",52.0,6.0,"83,960",tt6663582
Poltergeist II: The Other Side,1986-05-23,en,Horror-Thriller,19000000.0,40996665.0,91.0,1986.0,PG-13,posters/Poltergeist_II:_The_Other_Side_1986_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",49.0,5.7,"30,785",tt0091778
The Bridge on the River Kwai,1957-10-11,en,Drama-History-War,3000000.0,44908000.0,161.0,1957.0,PG,posters/The_Bridge_on_the_River_Kwai_1957_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '87/100'}]",87.0,8.1,"236,599",tt0050212
The Witches of Eastwick,1987-06-12,en,Comedy-Fantasy,22000000.0,63766510.0,118.0,1987.0,R,posters/The_Witches_of_Eastwick_1987_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67.0,6.5,"78,954",tt0094332
Hidalgo,2004-02-04,en,Western-Adventure-Action,100000000.0,108103450.0,136.0,2004.0,PG-13,posters/Hidalgo_2004_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",54.0,6.7,"86,170",tt0317648
The Master,2012-09-07,en,Drama,32000000.0,28258060.0,137.0,2012.0,R,posters/The_Master_2012_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '86/100'}]",86.0,7.1,"188,800",tt1560747
House on Haunted Hill,1999-10-29,en,Horror-Mystery-Thriller,37000000.0,40846082.0,93.0,1999.0,R,posters/House_on_Haunted_Hill_1999_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '31%'}, {'Source': 'Metacritic', 'Value': '28/100'}]",28.0,5.6,"61,010",tt0185371
Bad Moms,2016-07-28,en,Comedy,20000000.0,183936074.0,100.0,2016.0,R,posters/Bad_Moms_2016_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60.0,6.2,"135,948",tt4651520
Things to Do in Denver When You're Dead,1995-12-01,en,Drama-Crime,8000000.0,529766.0,116.0,1995.0,R,posters/Things_to_Do_in_Denver_When_You're_Dead_1995_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",46.0,6.7,"30,117",tt0114660
Not Without My Daughter,1991-01-11,en,Drama-Thriller,0.0,14789113.0,116.0,1991.0,PG-13,posters/Not_Without_My_Daughter_1991_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57.0,6.4,"15,423",tt0102555
Happily N'Ever After,2007-01-05,en,Adventure-Animation-Comedy-Family-Fantasy,47000000.0,38085778.0,87.0,2007.0,,,,,,,
Sixteen Candles,1984-05-04,en,Comedy-Romance,6500000.0,23686027.0,93.0,1984.0,PG,posters/Sixteen_Candles_1984_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",61.0,7.0,"128,656",tt0088128
Revenge,1990-02-16,en,Romance-Thriller-Drama,0.0,15645616.0,123.0,1990.0,R,posters/Revenge_1990_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '30%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",35.0,6.2,"21,320",tt0100485
Escape to Victory,1981-06-17,en,Drama-War,10000000.0,27453418.0,116.0,1981.0,,posters/Escape_to_Victory_1981_photo.jpg,[],,,,tt18872120
Hotel Artemis,2018-06-07,en,Thriller-Science Fiction-Action,15000000.0,12371132.0,94.0,2018.0,R,posters/Hotel_Artemis_2018_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58.0,6.1,"59,505",tt5834262
Hotel Mumbai,2019-03-14,en,Thriller-History-Drama-Action,0.0,16872691.0,123.0,2019.0,,,[],,,,tt11052402
Warlock: The Armageddon,1993-05-01,en,Fantasy-Horror-Science Fiction-Action,3000000.0,3902679.0,98.0,1993.0,R,posters/Warlock:_The_Armageddon_1993_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '0%'}]",,5.4,"7,019",tt0108517
Sleepless in Seattle,1993-06-24,en,Comedy-Drama-Romance,21000000.0,227799884.0,105.0,1993.0,PG,posters/Sleepless_in_Seattle_1993_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72.0,6.8,"193,851",tt0108160
Fighting with My Family,2019-02-14,en,Comedy,11000000.0,39055536.0,108.0,2019.0,PG-13,posters/Fighting_with_My_Family_2019_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68.0,7.0,"89,044",tt6513120
In Bruges,2008-02-08,en,Comedy-Drama-Crime,15000000.0,34533783.0,108.0,2008.0,R,posters/In_Bruges_2008_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67.0,7.9,"468,566",tt0780536
Nick and Norah's Infinite Playlist,2008-10-03,en,Comedy-Music-Drama,9000000.0,33556631.0,89.0,2008.0,PG-13,posters/Nick_and_Norah's_Infinite_Playlist_2008_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64.0,6.6,"95,781",tt0981227
The Hurricane,1999-09-17,en,Drama,50000000.0,73956241.0,146.0,1999.0,R,posters/The_Hurricane_1999_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",74.0,7.6,"103,597",tt0174856
Repo Men,2010-03-18,en,Action-Science Fiction-Thriller-Crime,32000000.0,18409891.0,111.0,2010.0,R,posters/Repo_Men_2010_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '21%'}, {'Source': 'Metacritic', 'Value': '32/100'}]",32.0,6.3,"111,519",tt1053424
Knight of Cups,2015-09-10,en,Romance-Drama-Fantasy,0.0,566006.0,118.0,2015.0,R,posters/Knight_of_Cups_2015_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53.0,5.6,"29,864",tt2101383
The Return of the Pink Panther,1975-05-21,en,Mystery-Comedy-Crime,5000000.0,41833347.0,113.0,1975.0,G,posters/The_Return_of_the_Pink_Panther_1975_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",61.0,7.0,"30,210",tt0072081
Out of Time,2003-10-03,en,Thriller-Crime-Drama,50000000.0,55495563.0,105.0,2003.0,PG-13,posters/Out_of_Time_2003_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63.0,6.5,"66,519",tt0313443
Water for Elephants,2011-04-15,en,Drama-Romance,38000000.0,117094902.0,122.0,2011.0,PG-13,posters/Water_for_Elephants_2011_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",52.0,6.9,"121,086",tt1067583
Stop! Or My Mom Will Shoot,1992-02-21,en,Action-Comedy,0.0,70611210.0,87.0,1992.0,PG-13,posters/Stop!_Or_My_Mom_Will_Shoot_1992_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}]",,4.4,"45,271",tt0105477
Sphere,1998-02-13,en,Science Fiction-Mystery-Thriller,80000000.0,37020277.0,134.0,1998.0,PG-13,posters/Sphere_1998_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '13%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",35.0,6.1,"113,640",tt0120184
Before I Fall,2017-03-02,en,Drama-Mystery-Thriller-Fantasy,5000000.0,18900000.0,98.0,2017.0,PG-13,posters/Before_I_Fall_2017_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58.0,6.4,"57,486",tt1691916
Raging Bull,1980-11-14,en,Drama-History,18000000.0,23000000.0,129.0,1980.0,R,posters/Raging_Bull_1980_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '90/100'}]",90.0,8.1,"386,225",tt0081398
Jackass Number Two,2006-09-22,en,Action-Comedy-Documentary,11000000.0,72778712.0,92.0,2006.0,R,posters/Jackass_Number_Two_2006_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66.0,7.0,"80,688",tt0493430
Creepshow,1982-11-12,en,Horror-Comedy,8000000.0,21028755.0,120.0,1982.0,R,posters/Creepshow_1982_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",59.0,6.8,"54,297",tt0083767
Johnny English Strikes Again,2018-09-06,en,Action-Adventure-Comedy,25000000.0,158972499.0,89.0,2018.0,PG,posters/Johnny_English_Strikes_Again_2018_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '36%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",39.0,6.2,"85,051",tt6921996
A Beautiful Day in the Neighborhood,2019-09-07,en,Drama-History,25000000.0,67925733.0,109.0,2019.0,PG,posters/A_Beautiful_Day_in_the_Neighborhood_2019_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Metacritic', 'Value': '80/100'}]",80.0,7.2,"90,166",tt3224458
Barbershop,2002-04-01,en,Comedy-Drama,12000000.0,77063924.0,102.0,2002.0,PG-13,posters/Barbershop_2002_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66.0,6.3,"33,964",tt0303714
Raising Helen,2004-05-27,en,Drama-Comedy-Romance,50000000.0,49718611.0,119.0,2004.0,PG-13,posters/Raising_Helen_2004_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",38.0,6.0,"38,515",tt0350028
The Horse Whisperer,1998-02-01,en,Adventure-Drama-Romance,60000000.0,186883563.0,170.0,1998.0,PG-13,posters/The_Horse_Whisperer_1998_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65.0,6.7,"43,876",tt0119314
The Hidden,1987-10-30,en,Horror-Science Fiction-Thriller,5000000.0,9747988.0,96.0,1987.0,R,posters/The_Hidden_1987_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69.0,7.0,"23,301",tt0093185
I'm Not There,2007-10-01,en,Drama-Music,20000000.0,4001121.0,135.0,2007.0,R,posters/I'm_Not_There_2007_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",73.0,6.8,"61,705",tt0368794
The Stanford Prison Experiment,2015-07-17,en,Thriller,0.0,643557.0,122.0,2015.0,R,posters/The_Stanford_Prison_Experiment_2015_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67.0,6.8,"46,607",tt0420293
The Good Liar,2019-11-08,en,Crime,10000000.0,33856058.0,109.0,2019.0,R,posters/The_Good_Liar_2019_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55.0,6.7,"48,534",tt5563334
Uptown Girls,2003-08-15,en,Family-Comedy-Drama,20000000.0,44617342.0,92.0,2003.0,PG-13,posters/Uptown_Girls_2003_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '13%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",33.0,6.2,"44,877",tt0263757
Cocktail,1988-07-29,en,Romance-Drama-Comedy,20000000.0,171504781.0,104.0,1988.0,R,posters/Cocktail_1988_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '9%'}, {'Source': 'Metacritic', 'Value': '12/100'}]",12.0,5.9,"93,294",tt0094889
Bend It Like Beckham,2002-04-11,en,Comedy-Drama-Romance,3500159.0,76578641.0,112.0,2002.0,PG-13,posters/Bend_It_Like_Beckham_2002_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66.0,6.7,"117,719",tt0286499
Pathfinder,2007-01-11,en,Adventure-Action,45000000.0,30822861.0,99.0,2007.0,R,posters/Pathfinder_2007_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '9%'}, {'Source': 'Metacritic', 'Value': '29/100'}]",29.0,5.4,"46,601",tt0446013
Galaxy Quest,1999-12-25,en,Comedy-Science Fiction-Adventure,45000000.0,90683916.0,101.0,1999.0,PG,posters/Galaxy_Quest_1999_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",70.0,7.4,"181,412",tt0177789
Kajillionaire,2020-09-25,en,Crime-Drama-Comedy,0.0,829900.0,105.0,2020.0,R,posters/Kajillionaire_2020_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",78.0,6.4,"22,641",tt8143990
Batman,1966-07-30,en,Action-Comedy-Crime,1377800.0,3900000.0,105.0,1966.0,TV-G,posters/Batman_1966_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}]",,7.5,"26,873",tt0059968
Thunderbolt and Lightfoot,1974-05-23,en,Crime-Comedy-Action,4000000.0,25000000.0,115.0,1974.0,R,posters/Thunderbolt_and_Lightfoot_1974_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62.0,7.0,"29,381",tt0072288
Under the Silver Lake,2018-06-21,en,Crime-Drama-Mystery,8500000.0,2053469.0,139.0,2018.0,R,posters/Under_the_Silver_Lake_2018_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60.0,6.5,"53,493",tt5691670
Drinking Buddies,2013-08-23,en,Romance-Drama,0.0,343341.0,90.0,2013.0,R,posters/Drinking_Buddies_2013_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",71.0,6.1,"61,230",tt2265398
The Other Boleyn Girl,2008-02-28,en,Drama-Romance-History,35000000.0,78269970.0,115.0,2008.0,PG-13,posters/The_Other_Boleyn_Girl_2008_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",50.0,6.7,"121,169",tt0467200
Hard Kill,2020-10-23,en,Action-Thriller,0.0,111523.0,98.0,2020.0,R,posters/Hard_Kill_2020_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '0%'}]",,3.1,"19,597",tt11656172
Guilty as Sin,1993-06-04,en,Drama-Thriller-Mystery,0.0,22886222.0,107.0,1993.0,R,posters/Guilty_as_Sin_1993_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}]",,5.7,"5,975",tt0107057
