title,release_date,original_language,genres,budget,revenue,runtime,year,Rated,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID
Big,1988-06-03,en,Fantasy-Drama-Comedy-Romance-Family,18000000.0,151927281.0,104.0,1988.0,PG,posters/Big_1988_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",73.0,7.3,"244,172",tt0094737
My Friend Dahmer,2017-11-03,en,Drama-Crime,0.0,1361611.0,107.0,2017.0,R,posters/My_Friend_Dahmer_2017_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68.0,6.2,"24,154",tt2291540
Reservoir Dogs,1992-09-02,en,Crime-Thriller,1200000.0,2859750.0,99.0,1992.0,R,posters/Reservoir_Dogs_1992_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",81.0,8.3,"1,107,051",tt0105236
Miracle on 34th Street,1947-06-04,en,Comedy-Drama-Family,630000.0,2700000.0,96.0,1947.0,Approved,posters/Miracle_on_34th_Street_1947_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '88/100'}]",88.0,7.9,"55,386",tt0039628
Austin Powers in Goldmember,2002-07-26,en,Comedy-Crime-Science Fiction,63000000.0,296938801.0,93.0,2002.0,PG-13,posters/Austin_Powers_in_Goldmember_2002_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62.0,6.2,"225,698",tt0295178
Johnny English Reborn,2011-09-15,en,Crime-Adventure-Action-Comedy-Thriller,45000000.0,160078586.0,101.0,2011.0,PG,posters/Johnny_English_Reborn_2011_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",46.0,6.3,"142,771",tt1634122
The Color Purple,1985-12-18,en,Drama,15000000.0,146300000.0,154.0,1985.0,PG-13,posters/The_Color_Purple_1985_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",78.0,7.7,"98,852",tt0088939
Daddy's Little Girls,2007-02-14,en,Comedy-Drama-Romance,10000000.0,31609243.0,100.0,2007.0,PG-13,posters/Daddy's_Little_Girls_2007_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",49.0,5.9,"8,392",tt0778661
Hellboy II: The Golden Army,2008-07-11,en,Fantasy-Action,85000000.0,160388063.0,120.0,2008.0,PG-13,posters/Hellboy_II:_The_Golden_Army_2008_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",78.0,7.0,"289,451",tt0411477
Minions,2015-06-17,en,Family-Animation-Adventure-Comedy,74000000.0,1156730962.0,91.0,2015.0,PG,posters/Minions_2015_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56.0,6.4,"266,451",tt2293640
The World Is Not Enough,1999-11-17,en,Adventure-Action-Thriller,135000000.0,361832400.0,128.0,1999.0,PG-13,posters/The_World_Is_Not_Enough_1999_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57.0,6.4,"211,725",tt0143145
